Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
CAMBRÓN,EXTREMADURA,CÁCERES,Caminomorisco,CAMBRÓN,CONSULTORIO MÉDICO,10629,927185667,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ALDEHUELA,EXTREMADURA,CÁCERES,Pinofranqueado,ALDEHUELA,CONSULTORIO MÉDICO,10638,927185659,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
HORCAJO,EXTREMADURA,CÁCERES,Pinofranqueado,HORCAJO,CONSULTORIO MÉDICO,10638,927185679,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CASTILLO,EXTREMADURA,CÁCERES,Pinofranqueado,CASTILLO,CONSULTORIO MÉDICO,10638,927185649,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ERIAS,EXTREMADURA,CÁCERES,Pinofranqueado,ERIAS,CONSULTORIO MÉDICO,10638,927185651,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MESEGAL,EXTREMADURA,CÁCERES,Pinofranqueado,MESEGAL,CONSULTORIO MÉDICO,10630,927185661,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MUELA,EXTREMADURA,CÁCERES,Pinofranqueado,MUELA,CONSULTORIO MÉDICO,10638,927185687,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
OVEJUELA,EXTREMADURA,CÁCERES,Pinofranqueado,OVEJUELA,CONSULTORIO MÉDICO,10639,927185691,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ROBLEDO,EXTREMADURA,CÁCERES,Pinofranqueado,ROBLEDO,CONSULTORIO MÉDICO,10638,927185673,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
SAUCEDA,EXTREMADURA,CÁCERES,Pinofranqueado,SAUCEDA,CONSULTORIO MÉDICO,10639,927185675,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
PEDRO MUÑOZ,EXTREMADURA,CÁCERES,Casar de Palomero,PEDRO-MUÑOZ,CONSULTORIO MÉDICO,10630,927185647,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
PINOFRANQUEADO,EXTREMADURA,CÁCERES,Pinofranqueado,PINOFRANQUEADO,"C/ DUQUE DE MIRANDA, S/N",10630,927674144,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
CAMBRONCINO,EXTREMADURA,CÁCERES,Caminomorisco,CAMBRONCINO,CONSULTORIO MÉDICO,10629,927185669,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CAMINOMORISCO,EXTREMADURA,CÁCERES,Caminomorisco,CAMINOMORISCO,AVDA. DE LAS HURDES,10620,927185671,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
HUERTA,EXTREMADURA,CÁCERES,Caminomorisco,HUERTA,CONSULTORIO MÉDICO,10629,927185681,PINOFRANQUEADO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
JARILLA,EXTREMADURA,CÁCERES,Jarilla,JARILLA,"C/ LOS GRANADOS, S/N",10728,927185308,PLASENCIA - LA DATA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CABEZABELLOSA,EXTREMADURA,CÁCERES,Cabezabellosa,CABEZABELLOSA,"PLAZA CONSTITUCIÓN, S/N",10729,927185310,PLASENCIA - LA DATA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
PLASENCIA - LA DATA,EXTREMADURA,CÁCERES,Plasencia,PLASENCIA,"AVDA. CAÑADA REAL, S/N",10600,927428421,PLASENCIA - LA DATA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
VILLAR DE PLASENCIA,EXTREMADURA,CÁCERES,Villar de Plasencia,VILLAR DE PLASENCIA,"PLAZA DE ESPAÑA, Nº 1",10720,927185312,PLASENCIA - LA DATA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
OLIVA DE PLASENCIA,EXTREMADURA,CÁCERES,Oliva de Plasencia,OLIVA DE PLASENCIA,"PLAZA DEL LLANO, Nº 1",10667,927185838,PLASENCIA - LA DATA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
PLASENCIA - LUIS DE TORO,EXTREMADURA,CÁCERES,Plasencia,PLASENCIA,"C/ LUÍS DE TORO, Nº 5",10600,927423380,PLASENCIA - LUIS DE TORO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,SI
TEJEDA DE TIÉTAR,EXTREMADURA,CÁCERES,Tejeda de Tiétar,TEJEDA DE TIÉTAR,"C/ PLASENCIA, Nº 18",10420,927185332,PLASENCIA - LUIS DE TORO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
VALDEÍÑIGOS,EXTREMADURA,CÁCERES,Tejeda de Tiétar,VALDEÍÑIGOS,"C/ RONDA DEL ARROYO, S/N",10697,927185630,PLASENCIA - LUIS DE TORO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
GARGÜERA,EXTREMADURA,CÁCERES,Gargüera,GARGÜERA,"C/ ALHÓNDIGA, Nº 31",10696,927185306,PLASENCIA - LUIS DE TORO,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ALDEHUELA DEL JERTE,EXTREMADURA,CÁCERES,Aldehuela de Jerte,ALDEHUELA DEL JERTE,"C/ GABRIEL Y GALÁN, S/N",10671,927185842,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
VALDEOBISPO,EXTREMADURA,CÁCERES,Valdeobispo,VALDEOBISPO,PLAZA DE ESPAÑA,10672,927185822,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
CARCABOSO,EXTREMADURA,CÁCERES,Carcaboso,CARCABOSO,"PLAZA DE LA DEMOCRACIA, S/N",10670,927185832,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
ALAGÓN DEL RÍO,EXTREMADURA,CÁCERES,Galisteo,ALAGÓN DEL RÍO,"PLAZA DE LOS RÍOS, S/N",10690,927454045,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
GALISTEO,EXTREMADURA,CÁCERES,Galisteo,GALISTEO,"C/ TOMÁS ÁVILA, S/N",10691,927185850,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
SAN GIL,EXTREMADURA,CÁCERES,Plasencia,SAN GIL,PLAZA MAYOR,10690,927185840,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
PLASENCIA - SAN MIGUEL,EXTREMADURA,CÁCERES,Plasencia,PLASENCIA,"C/ ANTONIO VARGAS Y LAGUNA, S/N",10600,927423086,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,SI
PRADOCHANO,EXTREMADURA,CÁCERES,Plasencia,PRADOCHANO,"PLAZA DE PRADOCHANO, S/N",10671,927185848,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MALPARTIDA DE PLASENCIA,EXTREMADURA,CÁCERES,Malpartida de Plasencia,MALPARTIDA DE PLASENCIA,"C/ ESCUELAS, S/N",10680,927185824,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
RIOLOBOS,EXTREMADURA,CÁCERES,Riolobos,RIOLOBOS,"C/ ALHÓNDIGA, S/N",10693,927185836,PLASENCIA - SAN MIGUEL,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
MIRABEL,EXTREMADURA,CÁCERES,Mirabel,MIRABEL,"C/ COCHE, Nº 1",10540,927185844,SERRADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
TORREJÓN EL RUBIO,EXTREMADURA,CÁCERES,Torrejón el Rubio,TORREJÓN EL RUBIO,"Pº PIZARRO, Nº 1",10694,927185846,SERRADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CONSULTORIO LOCAL,NO
SERRADILLA,EXTREMADURA,CÁCERES,Serradilla,SERRADILLA,"C/ CUATRO LOBOS, S/N",10530,927407522,SERRADILLA,PLASENCIA,Pública Directa,SERVICIO EXTREMEÑO DE SALUD (SES),CENTRO SALUD,NO
ROZUELO,CASTILLA Y LEÓN,LEÓN,Folgoso de la Ribera,ROZUELO,-,24315,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
BEMBIBRE,CASTILLA Y LEÓN,LEÓN,Bembibre,BEMBIBRE,"C/ CARVAJAL, S/N",24300,987510630,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CENTRO SALUD,SI
BOEZA,CASTILLA Y LEÓN,LEÓN,Folgoso de la Ribera,BOEZA,-,24312,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
LA RIBERA DE FOLGOSO,CASTILLA Y LEÓN,LEÓN,Folgoso de la Ribera,LA RIBERA DE FOLGOSO,PLAZA ANTONIO ALONSO,24310,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
FOLGOSO DE LA RIBERA,CASTILLA Y LEÓN,LEÓN,Folgoso de la Ribera,FOLGOSO DE LA RIBERA,-,24311,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
MONTE ALEGRE,CASTILLA Y LEÓN,LEÓN,Villagatón,MONTE ALEGRE,-,24379,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
"SILVA, LA",CASTILLA Y LEÓN,LEÓN,Villagatón,"SILVA, LA",-,24379,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
"VALLE, EL",CASTILLA Y LEÓN,LEÓN,Folgoso de la Ribera,"VALLE, EL",-,24315,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SANTIBAÑEZ DE TORAL,CASTILLA Y LEÓN,LEÓN,Bembibre,SANTIBAÑEZ DEL TORAL,"C/ LA ESCUELA, S/N",24315,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VIÑALES,CASTILLA Y LEÓN,LEÓN,Bembibre,VIÑALES,PLAZA DE LA IGLESIA,24319,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
LOSADA,CASTILLA Y LEÓN,LEÓN,Bembibre,LOSADA,-,24318,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
RODANILLO,CASTILLA Y LEÓN,LEÓN,Bembibre,RODANILLO,-,24318,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN ESTEBAN DE TORAL,CASTILLA Y LEÓN,LEÓN,Bembibre,SAN ESTEBAN DE TORAL,-,24315,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN ROMAN DE BEMBIBRE,CASTILLA Y LEÓN,LEÓN,Bembibre,SAN ROMAN DE BEMBIBRE,-,24318,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
NOCEDA DEL BIERZO,CASTILLA Y LEÓN,LEÓN,Noceda del Bierzo,NOCEDA DEL BIERZO,-,24319,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CABANILLAS DE SAN JUSTO,CASTILLA Y LEÓN,LEÓN,Noceda del Bierzo,CABANILLAS DE SAN JUSTO,-,24319,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
ROBLEDO DE LAS TRAVIESAS,CASTILLA Y LEÓN,LEÓN,Noceda del Bierzo,ROBLEDO DE LAS TRAVIESAS,-,24458,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN JUSTO DE CABANILLAS,CASTILLA Y LEÓN,LEÓN,Noceda del Bierzo,SAN JUSTO DE CABANILLAS,-,24319,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
IGÜEÑA,CASTILLA Y LEÓN,LEÓN,Igüeña,IGÜEÑA,-,24312,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
ALMAGARINOS,CASTILLA Y LEÓN,LEÓN,Igüeña,ALMAGARINOS,-,24374,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
COLINAS DEL CAMPO,CASTILLA Y LEÓN,LEÓN,Igüeña,COLINAS DEL CAMPO DE MARTIN MORO,-,24313,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
ESPINA DE TREMOR,CASTILLA Y LEÓN,LEÓN,Igüeña,ESPINA DE TREMOR,-,24376,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
POBLADURA DE LAS REGUERAS,CASTILLA Y LEÓN,LEÓN,Igüeña,POBLADURA DE LAS REGUERAS,-,24375,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
QUINTANA DE FUSEROS,CASTILLA Y LEÓN,LEÓN,Igüeña,QUINTANA DE FUSEROS,-,24319,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
TREMOR DE ARRIBA,CASTILLA Y LEÓN,LEÓN,Igüeña,TREMOR DE ARRIBA,-,24377,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
MATACHANA,CASTILLA Y LEÓN,LEÓN,Castropodame,MATACHANA,-,24314,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CALAMOCOS,CASTILLA Y LEÓN,LEÓN,Castropodame,CALAMOCOS,-,24398,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VILORIA,CASTILLA Y LEÓN,LEÓN,Castropodame,VILORIA,CL REAL,24316,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VILLAVERDE DE LOS CESTOS,CASTILLA Y LEÓN,LEÓN,Castropodame,VILLAVERDE DE LOS CESTOS,-,24314,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
ALBARES DE LA RIBERA,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,ALBARES DE LA RIBERA,-,24310,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
TREMOR DE ABAJO,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,TREMOR DE ABAJO,-,24374,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SANTA MARINA DE TORRE,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,SANTA MARINA DE TORRE,-,24378,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SANTA CRUZ DE MONTES,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,SANTA CRUZ DE MONTES,-,24379,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN FACUNDO,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,SAN FACUNDO,-,24378,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN ANDRÉS DE LOS PUENTES,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,SAN ANDRÉS DE LOS PUENTES,-,24317,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
"VENTAS DE ALBARES, LAS",CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,"VENTAS DE ALBARES, LAS",-,24317,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
"GRANJA DE SAN VICENTE, LA",CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,"GRANJA DE SAN VICENTE, LA",-,24378,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
TORRE DEL BIERZO,CASTILLA Y LEÓN,LEÓN,Torre del Bierzo,TORRE DEL BIERZO,-,24370,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
TURIENZO,CASTILLA Y LEÓN,LEÓN,Castropodame,TURIENZO CASTAÑERO,CTRA. EL REDONDAL,24316,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CASTROPODAME,CASTILLA Y LEÓN,LEÓN,Castropodame,CASTROPODAME,-,24314,-,BEMBIBRE,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SANCEDO,CASTILLA Y LEÓN,LEÓN,Sancedo,SANCEDO,-,24439,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VILLAVERDE DE LA ABADIA,CASTILLA Y LEÓN,LEÓN,Carracedelo,VILLAVERDE DE LA ABADIA,-,24390,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
MAGAZ DE ARRIBA,CASTILLA Y LEÓN,LEÓN,Arganza,MAGAZ DE ARRIBA,-,24410,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN JUAN DE LA MATA,CASTILLA Y LEÓN,LEÓN,Arganza,SAN JUAN DE LA MATA,-,24545,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CAMPONARAYA,CASTILLA Y LEÓN,LEÓN,Camponaraya,CAMPONARAYA,-,24410,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
"VALGOMA, LA",CASTILLA Y LEÓN,LEÓN,Camponaraya,"VALGOMA, LA",-,24410,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
MAGAZ DE ABAJO,CASTILLA Y LEÓN,LEÓN,Camponaraya,MAGAZ DE ABAJO,-,24410,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
NARAYOLA,CASTILLA Y LEÓN,LEÓN,Camponaraya,NARAYOLA,-,24410,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CACABELOS,CASTILLA Y LEÓN,LEÓN,Cacabelos,CACABELOS,"C/ ÁNGEL GONZÁLEZ , Nº 5",24540,987549262,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CENTRO SALUD,NO
VILLABUENA,CASTILLA Y LEÓN,LEÓN,Cacabelos,VILLABUENA,-,24548,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
QUILOS,CASTILLA Y LEÓN,LEÓN,Cacabelos,QUILOS,-,24548,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CUETO,CASTILLA Y LEÓN,LEÓN,Sancedo,CUETO,CL LAS CHANAS,24545,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CARRACEDELO,CASTILLA Y LEÓN,LEÓN,Carracedelo,CARRACEDELO,-,24549,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CARRACEDO DE MONASTERIO,CASTILLA Y LEÓN,LEÓN,Carracedelo,CARRACEDO DE MONASTERIO,-,24544,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
POSADA DEL BIERZO,CASTILLA Y LEÓN,LEÓN,Carracedelo,POSADA DEL BIERZO,-,24390,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VILLADEPALOS,CASTILLA Y LEÓN,LEÓN,Carracedelo,VILLADEPALOS,-,24565,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VILLAMARTIN DE LA ABADIA,CASTILLA Y LEÓN,LEÓN,Carracedelo,VILLAMARTIN DE LA ABADIA,-,24550,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
ARGANZA,CASTILLA Y LEÓN,LEÓN,Arganza,ARGANZA,-,24546,-,CACABELOS,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
FABERO,CASTILLA Y LEÓN,LEÓN,Fabero,FABERO,"PLAZA DE LA CORTINA, S/N",24420,987551611,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CENTRO SALUD,NO
VALLE DE FINOLLEDO,CASTILLA Y LEÓN,LEÓN,Vega de Espinareda,VALLE DE FINOLLEDO,-,24435,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
SAN PEDRO DE OLLEROS,CASTILLA Y LEÓN,LEÓN,Vega de Espinareda,SAN PEDRO DE OLLEROS,-,24436,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
BURBIA,CASTILLA Y LEÓN,LEÓN,Vega de Espinareda,BURBIA,-,24437,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
VEGA DE ESPINAREDA,CASTILLA Y LEÓN,LEÓN,Vega de Espinareda,VEGA DE ESPINAREDA,-,24430,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
OTERO DE NARAGUANTES,CASTILLA Y LEÓN,LEÓN,Fabero,OTERO DE NARAGUANTES,-,24428,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
LILLO DEL BIERZO,CASTILLA Y LEÓN,LEÓN,Fabero,LILLO DEL BIERZO,-,24428,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
FONTORIA,CASTILLA Y LEÓN,LEÓN,Fabero,FONTORIA,-,24434,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
BARCENA DE LA ABADIA,CASTILLA Y LEÓN,LEÓN,Fabero,BARCENA DE LA ABADIA,-,24429,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
PERANZANES,CASTILLA Y LEÓN,LEÓN,Peranzanes,PERANZANES,-,24429,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
CANDÍN,CASTILLA Y LEÓN,LEÓN,Candín,CANDÍN,-,24433,-,FABERO,PONFERRADA,Pública Directa,SANIDAD CASTILLA Y LEÓN (SACYL),CONSULTORIO LOCAL,NO
